Pair,Cointegrated,Hedge_Ratio,Intercept,N_Observations,Validation_Tests_Passed,Confidence_Level,Stationarity_Pass,Drift_Pass,Volatility_Pass,ACF_Pass,Theta_Estimate,Theta_CI_Lower,Theta_CI_Upper,Mu_Estimate,Mu_CI_Lower,Mu_CI_Upper,Sigma_Estimate,Sigma_CI_Lower,Sigma_CI_Upper,Log_Likelihood,MLE_Converged,Backtest_Num_Trades,Backtest_Win_Rate,Backtest_Total_PnL,Backtest_Avg_Trade_PnL,Backtest_Avg_Holding_Days
Amazon vs Walmart,True,1.2186407535156867,98.62245988892182,501,3,MEDIUM,True,True,False,True,0.050459792235031824,0.001,0.10404380930993945,-6.664316129078817e-16,-0.005393699769517063,0.005393699769515731,3.913091426350032,3.8240309494580296,4.0021519032420345,-919.6549847569728,True,25,92.0,174337.1541152047,6973.486164608188,16.64
